date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:00	69140/69140	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:34:58%20GMT	https://futbolparatodos.online/es/descenso/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/descenso/index.html	(from https://futbolparatodos.online/es/)
14:35:00	69196/69196	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:34:58%20GMT	https://futbolparatodos.online/es/goleadores/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/goleadores/index.html	(from https://futbolparatodos.online/es/)
14:35:01	69250/69250	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:34:58%20GMT	https://futbolparatodos.online/es/posiciones/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/posiciones/index.html	(from https://futbolparatodos.online/es/)
14:35:01	69280/69280	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:34:58%20GMT	https://futbolparatodos.online/es/resultados/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/resultados/index.html	(from https://futbolparatodos.online/es/)
14:35:01	71613/71613	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:01%20GMT	https://futbolparatodos.online/es/el-fixture-del-mundial-qatar-2022/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/el-fixture-del-mundial-qatar-2022/index.html	(from https://futbolparatodos.online/es/)
14:35:01	78/78	U-----	200	untouched ('')	application/javascript	etag:W/%2263221c21-4e%22	https://futbolparatodos.online/wp-content/plugins/quick-adsense-reloaded/assets/js/ads.js?x14207	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/plugins/quick-adsense-reloaded/assets/js/ads4581.js	(from https://futbolparatodos.online/es/)
14:35:01	4837/4837	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:02%20GMT	https://futbolparatodos.online/es/espn-3/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/espn-3/index.html	(from https://futbolparatodos.online/es/)
14:35:02	18380/18380	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:02%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/496	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/496.json	(from https://futbolparatodos.online/es/es/)
14:35:02	5211/5211	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:02%20GMT	https://futbolparatodos.online/es/granhermano/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/granhermano/index.html	(from https://futbolparatodos.online/es/)
14:35:02	5107/5107	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:03%20GMT	https://futbolparatodos.online/es/telefe-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/telefe-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:02	4719/4719	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:03%20GMT	https://futbolparatodos.online/es/canal-13-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/canal-13-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:02	2862/2862	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:03%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fes%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed11e8.json	(from https://futbolparatodos.online/es/es/)
14:35:03	77957/77957	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:03%20GMT	https://futbolparatodos.online/es/america-tv-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/america-tv-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:03	4583/4583	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:03%20GMT	https://futbolparatodos.online/es/canal-9-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/canal-9-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:03	77965/77965	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:04%20GMT	https://futbolparatodos.online/es/tv-publica-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/tv-publica-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:04	3305/3305	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:04%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fes%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embedf489	(from https://futbolparatodos.online/es/es/)
14:35:05	4540/4540	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:04%20GMT	https://futbolparatodos.online/es/barca-tv-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/barca-tv-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:05	4550/4550	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:05%20GMT	https://futbolparatodos.online/es/movistar-la-liga-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/movistar-la-liga-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:05	4550/4550	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:05%20GMT	https://futbolparatodos.online/es/dazn-la-liga-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/dazn-la-liga-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:06	77747/77747	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:04%20GMT	https://futbolparatodos.online/es/c5n-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/c5n-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:06	4534/4534	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:07%20GMT	https://futbolparatodos.online/es/dazn-1-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/dazn-1-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:06	8753/8753	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:07%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1310	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1310.json	(from https://futbolparatodos.online/es/posiciones/)
14:35:06	4534/4534	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:07%20GMT	https://futbolparatodos.online/es/dazn-2-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/dazn-2-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:06	4529/4529	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:07%20GMT	https://futbolparatodos.online/es/vtv-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/vtv-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:07	1239/1239	U-----	200	untouched ('')	application/javascript	etag:W/%226352d11b-4d7%22	https://futbolparatodos.online/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://futbolparatodos.online/es/)
14:35:07	4542/4542	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202022%2017:35:07%20GMT	https://futbolparatodos.online/es/vtv-plus-en-vivo/	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/vtv-plus-en-vivo/index.html	(from https://futbolparatodos.online/es/)
14:35:07	18911/18911	U-----	200	untouched ('')	application/javascript	etag:W/%22628db17d-49df%22	https://futbolparatodos.online/wp-includes/js/underscore.min.js?x14207	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-includes/js/underscore.min4581.js	(from https://futbolparatodos.online/es/)
14:35:07	2541/2541	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:08%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fposiciones%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embede008.json	(from https://futbolparatodos.online/es/posiciones/)
14:35:07	641/641	U-----	200	untouched ('')	application/javascript	etag:W/%226100cde9-281%22	https://futbolparatodos.online/wp-content/themes/hueman/assets/front/js/hu-init.min.js?x14207	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/themes/hueman/assets/front/js/hu-init.min4581.js	(from https://futbolparatodos.online/es/)
14:35:07	77/77	U-----	200	untouched ('')	image/png	etag:%226100cde9-4d%22	https://futbolparatodos.online/wp-content/themes/hueman/assets/front/img/opacity-10.png	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/themes/hueman/assets/front/img/opacity-10.png	(from https://futbolparatodos.online/wp-content/themes/hueman/assets/front/css/main.min.css?x14207)
14:35:07	78/78	U-----	200	untouched ('')	image/png	etag:%226100cde9-4e%22	https://futbolparatodos.online/wp-content/themes/hueman/assets/front/img/ie/opacity-70.png	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/themes/hueman/assets/front/img/ie/opacity-70.png	(from https://futbolparatodos.online/wp-content/themes/hueman/assets/front/css/main.min.css?x14207)
14:35:08	2936/2936	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:08%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fposiciones%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed3873	(from https://futbolparatodos.online/es/posiciones/)
14:35:08	78/78	U-----	200	untouched ('')	image/png	etag:%226100cde9-4e%22	https://futbolparatodos.online/wp-content/themes/hueman/assets/front/img/ie/opacity-80-light.png	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/themes/hueman/assets/front/img/ie/opacity-80-light.png	(from https://futbolparatodos.online/wp-content/themes/hueman/assets/front/css/main.min.css?x14207)
14:35:08	72/72	U-----	200	untouched ('')	image/png	etag:%226100cde9-48%22	https://futbolparatodos.online/wp-content/themes/hueman/assets/front/img/pre.png	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/themes/hueman/assets/front/img/pre.png	(from https://futbolparatodos.online/wp-content/themes/hueman/assets/front/css/main.min.css?x14207)
14:35:09	8647/8647	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:10%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1316	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1316.json	(from https://futbolparatodos.online/es/descenso/)
14:35:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:10%20GMT	https://futbolparatodos.online/es/?p=496	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/index0a18.html	(from https://futbolparatodos.online/es/es/)
14:35:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:10%20GMT	https://futbolparatodos.online/es/?p=1310	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/index62d8.html	(from https://futbolparatodos.online/es/posiciones/)
14:35:09	2522/2522	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:10%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fdescenso%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed0118.json	(from https://futbolparatodos.online/es/descenso/)
14:35:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:10%20GMT	https://futbolparatodos.online/es/?p=1316	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/index29f2.html	(from https://futbolparatodos.online/es/descenso/)
14:35:10	2917/2917	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:11%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fdescenso%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed18cf	(from https://futbolparatodos.online/es/descenso/)
14:35:10	8783/8783	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:11%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1313	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1313.json	(from https://futbolparatodos.online/es/resultados/)
14:35:11	2544/2544	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:12%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fresultados%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed06da.json	(from https://futbolparatodos.online/es/resultados/)
14:35:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:12%20GMT	https://futbolparatodos.online/es/?p=1313	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/index1de6.html	(from https://futbolparatodos.online/es/resultados/)
14:35:11	2939/2939	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:12%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fresultados%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed46d5	(from https://futbolparatodos.online/es/resultados/)
14:35:12	8699/8699	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:13%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1318	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1318.json	(from https://futbolparatodos.online/es/goleadores/)
14:35:12	2532/2532	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:13%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fgoleadores%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed33c1.json	(from https://futbolparatodos.online/es/goleadores/)
14:35:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:13%20GMT	https://futbolparatodos.online/es/?p=1318	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/indexba61.html	(from https://futbolparatodos.online/es/goleadores/)
14:35:13	2927/2927	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:14%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fgoleadores%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embeda262	(from https://futbolparatodos.online/es/goleadores/)
14:35:14	9904/9904	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:15%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1457	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1457.json	(from https://futbolparatodos.online/es/el-fixture-del-mundial-qatar-2022/)
14:35:14	2778/2778	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:15%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fel-fixture-del-mundial-qatar-2022%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embed23a0.json	(from https://futbolparatodos.online/es/el-fixture-del-mundial-qatar-2022/)
14:35:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Oct%202022%2017:35:15%20GMT	https://futbolparatodos.online/es/?p=1457	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/index86f6.html	(from https://futbolparatodos.online/es/el-fixture-del-mundial-qatar-2022/)
14:35:15	3211/3211	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Oct%202022%2017:35:16%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Fel-fixture-del-mundial-qatar-2022%2F&format=xml	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embedfda1	(from https://futbolparatodos.online/es/el-fixture-del-mundial-qatar-2022/)
14:35:15	8838/8838	---MCZ	200	added ('OK')	text/css	etag:W/%2263095304-2286%22	https://futbolparatodos.online/canal.css?ggdddsdcddd	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/canaled50.css	(from https://futbolparatodos.online/es/espn-3/)
14:35:16	754/754	---M--	200	added ('OK')	image/png	etag:%222f2-5b403b49b262c%22	https://www.ligaprofesional.ar/wp-content/uploads/2020/11/favicon-lpg-1.png	C:/Mis%20lugares%20Web/futbol/www.ligaprofesional.ar/wp-content/uploads/2020/11/favicon-lpg-1.png	(from https://futbolparatodos.online/es/espn-3/)
14:35:17	12285/12285	---M--	200	added ('OK')	image/png	etag:%22v6%22	https://servitecoficial.github.io/servitec-prime-video/images/futbol.png	C:/Mis%20lugares%20Web/futbol/1.bp.blogspot.com/-ThLkEtTrT-0/YJioyHCP78I/AAAAAAAAAAU/y9ezY9t1n2MNt1BDGe4iZ0_9hJUMrBIhwCLcBGAsYHQ/s400/11.png	(from https://futbolparatodos.online/es/espn-3/)
14:35:17	72535/72535	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263090485-11b57%22	https://code.jquery.com/jquery-3.6.1.slim.min.js	C:/Mis%20lugares%20Web/futbol/code.jquery.com/jquery-3.6.1.slim.min.js	(from https://futbolparatodos.online/es/espn-3/)
14:35:17	376/376	---M--	200	added ('OK')	image/png	etag:%2262aca5e8-178%22	https://futbolparatodos.online/wp-content/uploads/2022/06/teatro.png	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/wp-content/uploads/2022/06/teatro.png	(from https://futbolparatodos.online/es/espn-3/)
14:35:18	19797/19797	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:19%20GMT	https://futbolparatodos.online/es/wp-json/wp/v2/pages/1506	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/wp/v2/pages/1506.json	(from https://futbolparatodos.online/es/america-tv-en-vivo/)
14:35:19	2659/2659	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Oct%202022%2017:35:20%20GMT	https://futbolparatodos.online/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffutbolparatodos.online%2Fes%2Famerica-tv-en-vivo%2F	C:/Mis%20lugares%20Web/futbol/futbolparatodos.online/es/wp-json/oembed/1.0/embeddd5b.json	(from https://futbolparatodos.online/es/america-tv-en-vivo/)
